重庆润栎建筑劳务有限公司	106.559674,29.534276
重庆捷丰园艺有限公司	106.370850,29.485700
重庆好脉家庭农场	106.268255,29.076250
重庆绿康果业有限公司	106.373033,29.768064
重庆瑞杨一泽装饰设计工程有限公司	106.523153,29.538555
重庆耘知建筑劳务有限公司	106.445122,29.822616
重庆饷慧客农家乐有限公司	106.694157,29.824834
重庆仁德园林工程有限公司	108.469440,30.752169
重庆晨晰建筑劳务有限公司	106.486472,29.735167
重庆边锚园林景观工程有限公司	106.669998,29.561401
重庆金顿利建筑工程有限公司	106.254348,29.266798
重庆市淳予家庭农场（普通合伙）	106.430176,29.882960
重庆立超农业开发有限公司	106.279789,29.279758
重庆渝天空农业科技发展有限公司	106.397774,29.808150
重庆市龙之蔬农业股份合作社	106.359829,28.887974
重庆璞润园林工程有限公司	106.510720,29.537799
重庆和天下农业开发有限公司	106.924959,29.936371
重庆万聚源建设工程有限公司	106.244534,29.309401
重庆易途智能科技发展有限公司	106.565172,29.561161
重庆市程诗宇建筑劳务有限公司	106.628814,29.716426
重庆潜游实业有限公司	106.447281,29.825329
重庆霆典建筑劳务有限公司	106.370603,29.479456
重庆庭优园林绿化工程有限公司	查询失败
重庆阳创建筑工程有限公司	106.447915,29.688135
重庆开语徐升建筑劳务有限公司	106.319053,29.614280
重庆禾道中药材种植专业合作社	106.790521,29.247988
重庆市创联物业管理有限公司	查询失败
重庆市巴南区田帮农业发展有限公司	106.614173,29.184344
重庆茂讯建筑工程有限公司	106.543708,29.395844
重庆恒赢瀛物资有限公司	106.456293,29.529509
重庆胜湖侬嘉生态农业发展有限公司	106.653042,30.001569
重庆业同建设集团有限公司	106.609588,29.718946
重庆璟悦飞利达家具有限公司	106.544459,29.402104
重庆奥姆农业开发有限公司	106.252056,29.269336
重庆展宗生态农业发展有限公司	106.642755,29.931923
重庆嘉何建筑设计咨询有限公司	106.525348,29.588432
重庆灿达机电有限公司	106.573557,29.489802
重庆九源合园林有限公司	106.637514,29.737835
重庆航凯农业开发有限公司	108.406905,30.696216
重庆和谊建筑工程有限公司	106.515136,29.585535
重庆同古园林景观工程有限公司	106.290420,29.594928
重庆市江津区三王店生态农业开发有限公司	106.190858,29.312317
重庆香格满庭家庭农场	106.681146,29.639558
重庆吉睦岩土工程科技有限公司	106.319005,29.587767
重庆洲联五合建筑设计顾问有限公司	查询失败
重庆于是有源文化传播有限公司	106.556402,29.531273
重庆渝晨红商贸有限公司	查询失败
重庆佳威厨房设备有限公司	106.460799,29.323308
重庆索来建筑劳务有限公司	108.378013,30.796275
重庆好洁居清洁服务有限公司	106.450914,29.550836
重庆皓韵实业有限公司	106.375465,29.602699
重庆正迈建筑劳务有限公司	106.601178,29.575922
重庆丰诺机电设备有限公司	查询失败
重庆鸿泽瑾建筑工程咨询有限公司	查询失败
重庆臣林建筑劳务有限公司	106.537422,29.402975
重庆戈文知识产权服务有限公司	106.475631,29.590637
重庆富泽丰家生态农业有限公司	108.200697,30.596723
重庆市巴南区泽昌家庭农场	106.694300,29.392078
重庆环静环保工程有限公司	106.297864,29.571127
重庆市好知宜杨梅种植专业合作社	106.430176,29.882960
重庆美耕农业科技有限公司	106.543708,29.395844
重庆松译希工程机械租赁有限公司	106.596717,29.686962
重庆驰华园林绿化有限公司	106.824566,30.016850
重庆聂尔森园林有限公司	106.608378,29.681607
重庆锦妙装饰工程有限公司	106.176609,29.035995
重庆润春园林工程有限公司	106.332706,29.615258
重庆与景环保工程有限责任公司	106.486862,29.590003
重庆银源居建筑工程有限公司	106.518940,29.379657
重庆赞瑞建设工程有限公司	106.571990,29.588886
重庆藤美企业管理咨询有限公司	106.644428,29.500297
重庆新青华广告有限公司	106.426588,29.831169
重庆垣鑫园林绿化工程有限公司	106.571355,29.893420
重庆知易装饰工程有限责任公司	106.551815,29.506888
重庆德赞西瑞能源科技有限公司	106.494749,29.587113
重庆云艺空间装饰设计有限责任公司	106.594179,29.660217
重庆浩清明商贸有限公司	106.564117,29.527063
重庆快豪建筑设计有限公司	108.407375,30.763875
重庆市渝北区连君建筑工程有限公司	106.606420,29.688838
重庆薪灿项目管理有限公司	106.566131,29.504089
重庆市果宝花木种植场	106.704765,29.378518
重庆乾亿德科技有限公司	106.562170,29.580463
重庆希彼帝装饰广告有限公司	106.370125,29.472261
重庆止正文化旅游发展有限公司	106.441924,29.822220
重庆市北碚区王维花木园艺场	106.642501,29.947811
重庆市万州区聚驰农业开发有限公司	108.028519,30.794986
重庆罡能建筑劳务有限公司	106.148266,29.065605
重庆建军建筑劳务有限公司	106.566875,29.513773
重庆彩嘉装饰设计工程有限公司	查询失败
重庆泽润轩电器有限公司	查询失败
重庆隆旭盛建筑云科技有限公司	106.565100,29.520965
重庆库石汇建筑工程有限公司	106.493157,29.604820
重庆天一学校后勤服务有限公司	106.534258,29.572613
重庆茂榕建筑工程有限公司	106.533840,29.375528
重庆六和源农业发展有限公司	106.529833,29.571644
重庆中和环保工程有限公司	106.574866,29.502628
重庆斜谷岩土工程咨询有限公司	106.472348,29.565414
重庆淞仕达商贸有限公司	106.511947,29.557829
重庆多君装饰工程有限公司	106.461770,29.559059
重庆伊弗瑞商贸有限公司	108.403324,30.804170
重庆渝福林照明科技有限公司	106.619997,29.668883
重庆鑫淞岭生态农业发展有限公司	108.866954,30.637973
重庆花芊语花海花艺有限公司	106.459064,29.571640
重庆市北碚区怡萱园艺场	106.470827,29.827492
重庆鲜禾香农业专业合作社	106.279730,29.278950
重庆富均工业气体有限公司	106.577639,29.929450
重庆鹏森环保科技有限公司	106.555317,29.450123
重庆砺众建筑劳务有限公司	106.270349,29.431116
重庆创饴美建筑劳务有限公司	106.503904,29.587778
重庆立安有害生物防治有限公司	106.483650,29.566090
重庆博晟机械设备有限公司	查询失败
重庆市嘉重金属制品有限公司	106.590171,29.417374
重庆房王科技有限公司	查询失败
重庆博源特生物科技有限公司	106.377425,29.672705
重庆海展建设工程有限公司	108.442113,30.763462
重庆钰斌实业有限公司	106.533840,29.375528
重庆草澜色园林有限公司	106.312034,29.583292
重庆吉云防水工程有限公司	106.552551,29.441567
名车联信息科技（重庆）有限公司	106.516311,29.539562
重庆国盛新能源科技有限公司	106.443625,29.559033
重庆百果香花木种植场	106.973063,29.754404
重庆翰莱农业发展有限公司	查询失败
重庆浩吉机械制造有限公司	106.569929,29.893875
重庆商琪商贸有限公司	106.632314,29.685121
川木科技（重庆）有限公司	106.472306,29.565222
重庆渝美鑫实业有限公司	查询失败
重庆西擎工程勘察设计有限公司	106.274262,29.278249
重庆琼瑞园林绿化有限公司	106.605776,29.720812
重庆市北碚区明通花木园艺场	106.631989,29.946690
重庆巨地供创农业综合开发专业合作社	106.604978,29.155974
重庆市万州区博薇园林绿化有限公司	108.406687,30.912868
重庆旺之祥生态农业开发有限公司	106.501156,29.583604
重庆玖嘉园林工程有限公司	106.611347,29.550063
万栖建筑装饰工程（重庆）有限公司	106.568869,29.576593
重庆皖仲富农业发展有限公司	106.776739,29.181906
重庆堃之嘉建筑工程有限公司	106.335116,29.627871
重庆亚勉农业发展有限公司	106.702594,29.295414
重庆贵鼎建筑工程有限公司	106.551222,29.433594
重庆妙蔬生态农业发展有限公司	106.824566,30.016850
重庆新业建筑劳务集团有限公司	106.515097,29.594413
重庆蓝斯凯景观设计有限公司	106.573567,29.519530
重庆泓实城市综合服务有限公司	106.558288,29.530407
重庆佳润生物科技有限公司	106.529168,29.572060
重庆亚伦实业集团有限公司	106.536770,29.594664
重庆城骏科技发展有限公司	106.528180,29.604421
重庆市丰盈环境卫生服务有限公司	108.367818,30.832012
重庆市江津区恒湖农家乐	106.075543,28.962685
重庆水秀纺织品有限公司	106.545018,29.579247
重庆绿韵园林景观工程有限公司	106.456036,29.533616
重庆佳浩环保工程有限公司	106.339825,29.615888
重庆茁润林业有限公司	106.554809,29.528146
重庆永潮物业管理有限公司	106.292541,29.598858
重庆星悦艺墅建筑设计有限公司	106.303940,29.173179
重庆锐杰瑞兴再生资源有限公司	106.493170,29.350363
重庆灿德水电安装有限公司	108.603215,30.756652
重庆东唐胜景园林景观艺术有限公司	106.608706,29.648514
重庆溢豪缘生态养殖有限公司	106.374860,29.739801
重庆沐湖商业管理有限公司	106.625634,29.702054
重庆聚生源建筑工程有限公司	106.311682,29.588023
重庆市万州区冠赢农业开发有限公司	108.370917,30.730356
重庆益口园生态农业有限公司	106.880866,29.185926
重庆素强林业开发有限公司	108.384711,30.807172
重庆鲁兴建设有限公司	106.558181,29.575027
重庆渝邑众商务信息咨询服务有限公司	106.388566,29.635175
重庆旺礼装饰工程有限公司	106.441600,29.527231
重庆鲜香园农产品配送有限公司	108.398424,30.755039
重庆艺汇装装饰工程有限公司	106.315593,29.398962
重庆市易泽源装饰工程有限公司	106.568981,29.480400
重庆市北碚建筑安装工程有限公司	106.438064,29.828632
重庆景橙蒽装饰工程有限公司	106.600051,29.599584
重庆卓华建筑材料有限公司	106.506514,29.580384
重庆法诗顿科技有限公司	查询失败
重庆市万州区天琼水产养殖经营部	108.469440,30.752169
重庆木之森装饰工程有限公司	106.320250,29.608087
重庆邱哥劳务服务有限公司	106.256985,29.269761
重庆集俣园林景观工程有限公司	106.551222,29.433594
重庆喜农人农业发展有限公司	106.525642,29.380697
重庆市巴南区臻励花木种植场	106.588303,29.285721
重庆集屋装配式建筑科技有限公司	106.524028,29.599017
重庆登赛工程勘察设计中心	106.491011,29.583271
重庆想阅家居有限公司	106.455996,29.296540
重庆利信卓酒店管理有限公司	106.494456,29.598125
重庆荷媛农业发展有限公司	106.775404,29.245521
重庆诗园轩装饰工程有限公司	查询失败
重庆津门文化传播有限公司	106.258301,29.288647
重庆华速搬家有限公司	106.468906,29.571540
重庆恩承物业管理有限公司	106.442010,29.553803
重庆光彩兴农环保科技有限公司	106.570960,29.552990
重庆毅昊建筑装饰有限公司	106.608138,29.675446
重庆黎浩水电安装工程有限公司	106.627602,29.703164
重庆致亨文化传媒有限公司	106.546257,29.588709
重庆科海机电技术有限公司	106.504606,29.576753
重庆中致达建设有限公司	106.547453,29.528504
重庆跃奔建筑设计中心	108.439564,30.774625
重庆亚兰贸易有限公司	106.429732,29.343081
重庆天歌装饰工程有限公司	106.563827,29.530008
重庆亿蓝园林绿化有限公司	106.455484,29.836549
重庆鸿恩实业（集团）有限责任公司	106.578121,29.557893
重庆灯吉奔水果种植专业合作社	106.362993,29.250059
重庆卫士美洁有限公司	106.539863,29.579453
重庆渐元贞第三方评估咨询中心	106.569365,29.538532
重庆金饶农业有限公司	106.074121,29.258497
重庆市北碚区星旺园艺有限公司	106.391830,29.806934
重庆润永建材有限公司	106.524569,29.582793
重庆悠然文化旅游发展有限公司	106.375800,29.599070
重庆木王农业发展有限公司	106.620178,29.930221
重庆市斑布装饰工程有限公司	106.549812,29.530961
重庆翊玖商务信息咨询有限公司	106.431241,29.815139
重庆蓝立苑物业管理有限公司	106.595821,29.492597
重庆润朴农业开发有限公司	106.345980,29.879807
重庆川耀绿建建筑工程有限公司	106.468623,29.595665
重庆思同科技有限公司	106.544560,29.560660
重庆叠韵园林工程有限公司	106.626082,29.702990
重庆岸川建筑设计中心	108.439564,30.774625
重庆津国名江机电设备安装有限公司	106.266361,29.277610
重庆灏匠源装饰工程有限公司	106.644428,29.500297
重庆宜木居家具有限公司	106.540450,29.584029
重庆禧群环保科技有限公司	106.445122,29.822616
重庆亿尔素环保科技有限公司	106.354569,29.419803
重庆钦元实业有限公司	106.405420,29.535194
重庆艺创绘文化传播有限公司	106.377425,29.672705
重庆天颂劳务有限公司	108.385824,30.796320
重庆珂平建筑劳务有限公司	106.420104,29.832288
重庆市北碚区平开花木园艺场	106.445122,29.822616
重庆美现装饰设计工程有限公司	106.632183,29.498464
重庆市韦吉尼雅实业有限公司	106.529296,29.561408
重庆斯蓝环保科技有限公司	106.407686,29.648652
重庆森农园商贸有限公司	106.538402,29.581481
美依胜（重庆）建筑工程有限公司	106.902506,29.889279
重庆凯聚盛建筑劳务有限公司	106.254739,29.284248
重庆市沙坪坝区云中居园林有限公司	106.370163,29.631916
重庆鹏鑫建材有限公司	106.628774,29.892899
重庆朋百节能科技有限公司	106.497251,29.584628
重庆三利缘科技有限公司	106.576370,29.552170
重庆旌耀保洁有限公司	106.569438,29.539054
重庆槿泽澜沐文化传播有限公司	106.444648,29.555644
重庆紫辰农业发展有限公司	106.665850,29.429107
重庆恩家益建筑装饰有限公司	106.445122,29.822616
重庆早典粉农业发展有限公司	106.604683,29.626264
重庆灵熙物业管理有限公司	106.573854,29.509403
重庆同富家装饰工程有限公司	106.533840,29.375528
重庆中路建设工程有限公司	106.405792,29.808509
重庆益之洋科技有限公司	106.517475,29.471103
重庆云颖保洁服务有限公司	106.572341,29.530014
重庆煦昇旺农业开发有限公司	108.579903,30.661236
重庆臻奕农业发展有限公司	106.363158,29.513871
重庆耕弘生态农业开发有限公司	106.737124,29.240971
重庆市皖赐农业发展有限公司	106.638521,29.280328
重庆森途装饰工程有限公司	106.571137,29.893991
重庆卓析仪器仪表有限公司	106.445122,29.822616
重庆建玳建筑劳务有限公司	106.540455,29.400020
重庆沐和环保技术有限公司	106.449140,29.525900
重庆恒昇办公家具有限公司	106.472348,29.565414
重庆馨舞农业科技有限公司	106.687787,29.682108
盈新（重庆）能源设备有限公司	106.375800,29.599070
重庆索卡装饰设计工程有限公司	106.523824,29.582979
重庆实宇浩建筑劳务有限公司	106.335116,29.627871
重庆秀饰空间装饰设计工程有限公司	106.544452,29.399161
重庆乐汉农业发展有限公司	106.881965,29.333879
重庆弘玉鑫环保科技有限公司	106.533840,29.375528
重庆筑巢森林康养旅游有限公司	106.703096,29.639376
重庆普达惠实业有限公司	106.548786,29.558655
重庆长郡建设工程有限公司	106.366201,29.467408
重庆信弘辉建设工程有限公司	106.455369,29.529772
重庆鸿鹏保洁服务有限公司	106.537850,29.404617
重庆花硒谷生态农业开发有限公司	106.265100,29.075630
重庆还真装饰设计工程有限公司	106.528455,29.581935
重庆市圩森德农业开发有限公司	106.731676,29.205715
重庆华灏农业发展有限公司	106.678152,29.366852
重庆妙木香生态农业发展有限公司	106.359057,29.631147
重庆市巴南区伟欢生态园林有限公司	106.658750,29.328545
重庆亿登盛装饰设计工程有限公司	106.525169,29.602897
重庆今古企业管理咨询有限公司	106.524737,29.585342
重庆可展土地整治有限公司	106.428703,29.834316
重庆坤之福建筑工程有限公司	108.392298,30.784813
重庆市渝北区杨柳堡农业专业合作社	106.696127,29.670056
重庆市业大建筑劳务有限公司	106.559456,29.527558
重庆花蔓谷花卉有限公司	106.598095,29.691480
重庆利开节能设备有限公司	106.605314,29.686602
重庆腾格亭园林有限公司	106.630631,29.759552
重庆十里装饰设计工程有限公司	106.544320,29.570129
西南农业发展有限责任公司	106.492379,29.592455
重庆峰凡建筑工程有限公司	106.612897,29.698747
重庆融跃花木种植股份合作社	106.570188,29.895387
重庆润导建筑工程有限公司	106.512092,29.568314
重庆源学建筑劳务有限公司	106.629966,29.721227
重庆璞创装饰设计工程有限公司	106.449704,29.538665
重庆金岛物业管理有限公司	106.558373,29.523509
重庆诺鼎工程咨询有限公司	查询失败
重庆择创建筑工程有限公司	106.456010,29.527524
重庆华锐环保工程有限公司	108.444099,30.765104
重庆睿乾文化传播有限公司	106.436325,29.587461
重庆济轩建材有限公司	106.642706,29.761571
重庆革兰氏生物科技有限责任公司	106.292972,29.602151
重庆美康媛环保科技有限公司	106.249452,29.273430
重庆沽月实业发展有限公司	106.636945,29.497970
重庆钐钎佐佑智能科技有限公司	106.549168,29.521798
重庆鸿晟源服饰有限公司	106.514156,29.473096
重庆诺亚方舟生态农业开发有限公司	108.491267,30.903120
重庆万之达劳务有限公司	106.320902,29.679389
重庆可松可景农业发展有限公司	106.880058,29.183071
重庆客来金商贸有限公司	106.431241,29.815139
重庆市壹禾天生态农业开发有限公司	106.103857,29.211706
重庆爱宇欣家政服务有限公司	106.371996,29.764293
重庆宸东亿建设有限公司	106.504025,29.541091
重庆夯顺建筑劳务有限公司	106.562760,29.580934
重庆拓毅农业发展有限公司	106.849829,29.617160
重庆市秋妍农业科技发展有限公司	106.729351,29.793007
重庆翔玥科技有限公司	查询失败
重庆超途建筑工程有限公司	106.459732,29.539760
重庆津辉翼建材经营部	106.427649,29.343221
重庆清荣福贸易有限公司	106.377613,29.585986
重庆树根农业发展有限公司	106.772936,29.461425
重庆峰昌物业管理有限公司	108.367953,30.845400
梵茵（重庆）文化创意有限公司	105.743368,29.426924
重庆渝志源环保工程有限公司	106.369028,29.600472
重庆秘稻工程设计有限公司	106.578840,29.613013
重庆皓洋农业发展有限公司	106.373380,29.475148
重庆瑾怡潮派商贸有限公司	106.524610,29.587800
重庆市向宾菲企业管理有限公司	106.372060,29.631439
重庆富钻农业有限公司	106.296470,28.888936
重庆首霆园林绿化工程有限公司	106.627539,29.704321
重庆蓝都建筑劳务有限公司	106.565449,29.555070
重庆泽西工程设计咨询有限公司	106.561129,29.527820
重庆华天印务设计有限公司	106.528452,29.575395
渝程鸿途（重庆）建设有限公司	106.472348,29.565414
重庆鑫宸达房屋维修有限公司	106.445122,29.822616
重庆亚友房地产营销策划有限公司	查询失败
重庆本安物业管理有限公司	106.370603,29.479456
重庆芒果装饰设计工程有限公司	106.523824,29.582979
重庆林强环境科技有限公司	106.370890,29.487957
重庆鑫澍旺商贸有限公司	106.533840,29.375528
重庆故为商贸有限公司	108.439128,30.760558
重庆和谐绿科技有限公司	106.626852,29.738176
重庆明汇环境卫生服务有限公司	106.315717,29.515543
重庆登锦建筑劳务有限公司	106.544051,29.396533
重庆唯图建筑装饰工程有限责任公司	查询失败
重庆键炜建筑劳务有限公司	106.544051,29.396533
重庆绿城建筑劳务有限公司	106.544286,29.409197
重庆荔乡实业发展有限公司	106.048685,28.958528
重庆绿漫坡园林绿化有限公司	106.565895,29.509426
重庆云泰能源有限公司	106.573948,29.571622
重庆迈顺建设工程有限公司	106.572836,29.514272
重庆市渝北区大秀电子商务有限公司	106.902506,29.889279
重庆南良科技有限公司	查询失败
重庆欣跃建筑工程有限公司	106.534523,29.378015
重庆圣驰钢结构有限公司	106.541709,29.580162
重庆寰海经略规划咨询有限公司	106.583235,29.558556
重庆钰升建设工程有限公司	106.333511,29.613573
重庆天照富行建筑劳务有限公司	106.532779,29.576595
重庆寰宇金禾园艺有限公司	106.356381,29.493884
重庆和锦盛环保工程有限公司	106.552033,29.556382
重庆振驰建筑装饰工程有限公司	108.414156,30.762129
重庆掌柜很好酒店管理有限公司	106.579529,29.559529
重庆尹搏花木有限公司	106.643331,29.545246
重庆速昱环保科技有限公司	106.521654,29.587651
重庆浩铖建筑工程有限公司	106.415445,29.620661
重庆焕享家政服务有限公司	106.572808,29.496357
重庆豪乐休生态农业开发股份合作社	106.632300,29.711559
重庆美全商业物业管理有限公司	106.571987,29.603361
重庆聚力建筑劳务有限公司	106.484686,29.732318
重庆川平机械设备租赁有限公司	106.390669,29.801407
重庆鸿蒙物业管理有限公司	106.519707,29.386270
重庆天之松工程机械租赁有限公司	106.667411,29.662938
重庆达拉崩建材有限公司	106.562084,29.531620
重庆隆锐达环保科技有限公司	106.465192,29.738481
重庆原调装饰设计工程有限公司	106.462102,29.591689
中欣科城（重庆）碳中和技术研究有限公司	106.372520,29.488634
重庆权行欣企业管理咨询有限公司	106.572430,29.603600
中煜铂辉（重庆）市政工程有限公司	106.516146,29.540720
重庆嘉羽峰工程机械租赁有限公司	106.593532,29.598476
重庆逍遥乐物业管理有限公司	106.621152,29.700022
重庆市巴南区筑煌装饰有限公司	106.539793,29.395163
重庆中恳物业服务有限公司	106.523449,29.582265
重庆正云环保工程有限公司	106.520476,29.601423
重庆漫花田园林有限公司	查询失败
重庆聚立汇机械设备租赁有限公司	106.609019,29.701125
重庆优途宝科技有限公司	106.315671,29.594488
重庆美杰源环保科技有限责任公司	106.456878,29.541145
重庆瑶寨生态农业科技有限公司	106.883441,29.159706
重庆彩语装饰工程有限公司	106.285798,29.450982
重庆灏嘉桦装饰工程有限公司	108.384684,30.807795
重庆梓诚健康产业有限公司	106.278159,29.278909
重庆竹腾物业管理有限公司	106.604329,29.387000
重庆景呈瑞商贸有限公司	106.417176,29.826776
重庆嘉远建设工程有限公司	106.517381,29.543405
重庆富泫建筑工程有限公司	106.256328,29.268566
重庆誉美达家具有限公司	106.549228,29.595574
重庆市九龙万博新材料科技有限公司	108.439564,30.774625
重庆众越商贸有限责任公司	106.436679,29.825952
重庆市玖天实业有限公司	106.569341,29.525565
重庆琪亚园林工程有限公司	106.607010,29.701127
重庆渝富网络工程有限公司	106.469764,29.542778
重庆润物农资有限责任公司	106.439064,29.831893
重庆久渼嘉装饰工程有限公司	106.266482,29.270572
重庆岱晨园林工程有限公司	106.473567,29.607079
重庆辰瑭景观规划设计有限公司	106.439453,29.554785
重庆泓御建筑工程有限公司	106.517621,29.379546
重庆营合润建材有限公司	106.235111,29.272371
重庆驿鑫途建筑工程有限公司	106.572585,29.508457
重庆柒年装饰工程有限公司	108.392379,30.783307
重庆严罗水电安装工程有限公司	106.562040,29.553510
重庆兴叶建筑劳务有限公司	106.603843,29.690764
重庆食一安环保科技有限公司	106.495270,29.584938
重庆名圣世家装饰工程有限公司	106.581213,29.716104
重庆煜捷鸿装饰工程有限公司	106.452190,29.542829
重庆腾晟环境工程有限公司	106.544051,29.396533
重庆安谛众匠建设工程有限责任公司	106.301375,29.603250
重庆安建建设工程有限公司	106.519187,29.603856
重庆清廉建筑劳务有限公司	106.611133,29.694845
重庆芊谷嘉辰农业有限公司	106.654490,29.601640
兵强（重庆）工程项目管理有限公司	106.548884,29.602148
重庆海之鑫环保科技有限公司	106.544051,29.396533
重庆杜勇建筑工程服务部	106.600889,29.686431
重庆泠哲农业开发有限公司	108.280824,30.476896
重庆润丰建筑装饰工程有限公司	106.516311,29.539562
重庆新思沃企业营销策划有限公司	106.462209,29.558699
重庆赋洁环保工程有限公司	106.388216,29.632715
重庆禹茂鑫建筑劳务有限公司	106.468647,29.546718
重庆广浔亚商贸中心	108.018750,30.727500
重庆市北碚区天之家企业管理咨询服务工作室	106.400220,29.803333
重庆旺年建筑劳务有限公司	108.403324,30.804170
重庆普如商贸有限公司	106.560931,29.516351
重庆浦捷工程设计咨询有限公司	106.564664,29.573085
重庆市渝北区朔鲜家庭农场	106.681146,29.639558
重庆路擎建设工程有限公司	106.370603,29.479456
重庆市江津区顺意病虫害防治站	106.340822,28.902327
重庆铭鑫建筑劳务有限公司	106.463774,29.558669
重庆庆达保洁有限公司	查询失败
重庆简栖空间室内设计有限公司	106.594179,29.660217
重庆乡里寒舍生态旅游开发有限公司	106.609150,29.676480
重庆最炫商贸有限责任公司	106.629727,29.322852
重庆俊亮建筑劳务有限公司	106.772936,29.461425
重庆锐力赛鸿建筑劳务有限责任公司	106.551222,29.433594
重庆伯乐益教体育赛事策划有限公司	106.518271,29.473544
重庆鑫渝装饰设计工程有限公司	106.559094,29.577341
重庆蓝垚建筑工程有限公司	106.533694,29.590060
重庆城心园林工程有限公司	106.570171,29.559673
重庆品艺豪照明器材有限公司	106.499060,29.571966
重庆广盈达水环境综合治理有限公司	106.564293,29.534870
重庆市龙汉进建筑劳务有限公司	106.431241,29.815139
重庆筑博建筑劳务有限公司	106.564507,29.527076
重庆聚光義农业发展有限公司	106.797842,29.538381
重庆洋航建筑劳务有限公司	106.545585,29.453964
重庆聚宏筑业建筑工程有限责任公司	106.472348,29.565414
重庆玥伊农业开发有限公司	106.456057,29.221168
重庆益木园林绿化有限公司	106.507177,29.587622
重庆市侨相花木种植场	106.612167,29.382338
重庆团汇房屋拆除有限公司	106.574271,29.606703
重庆杰景花木园艺场	106.599658,29.872925
重庆中艾环境工程有限公司	106.563770,29.528752
重庆市基本源素装饰艺术设计股份有限公司	106.609092,29.648641
重庆成通工程项目管理有限公司	108.597025,30.916026
重庆市万州区宇之露农业开发有限公司	108.639170,30.610143
重庆和邑升实业有限公司	106.608706,29.648514
重庆健普科技有限公司	106.549168,29.521798
重庆渝壮劳务有限公司	106.135258,28.959672
重庆立缘工程技术咨询事务所（普通合伙）	106.481869,29.538160
重庆富银汇园林绿化工程有限公司	106.252945,29.312988
重庆锦腾工程设计咨询有限公司	106.445122,29.822616
重庆切瑞希电子科技有限公司	106.647070,29.745710
重庆施鸣环境科技有限公司	106.572814,29.532440
重庆众合家科技有限公司	106.568042,29.527542
重庆元祯环保科技有限责任公司	106.449237,29.540225
重庆市勋元工程劳务有限责任公司	106.120278,29.060596
重庆动力天广告传媒有限公司	106.586921,29.646814
重庆清欢宽谷文化旅游有限责任公司	106.602922,29.531417
重庆圣柏蒂商贸有限公司	查询失败
重庆开牧农业发展有限公司	106.607762,29.375629
重庆市宏华荣装饰建材有限公司	106.387826,29.599688
重庆德本环境工程有限公司	查询失败
重庆联合汽车销售有限公司	106.315159,29.573841
重庆晓羽佳网络科技有限公司	106.531975,29.576559
重庆永泰安全科技有限公司	106.492999,29.579266
重庆亨睿达企业管理咨询有限公司	106.533840,29.375528
重庆保俊建材科技有限公司	查询失败
重庆永一建筑劳务有限公司	106.533840,29.375528
重庆雄姿物业管理有限公司	106.541961,29.588083
重庆腾君阁网络科技有限公司	106.516311,29.539562
重庆驰达建筑装饰工程有限公司	106.448967,29.553279
重庆万创建筑装饰工程有限公司	106.565172,29.561161
重庆耀文建设（集团）有限公司	106.512072,29.584067
重庆美锝家健康管理有限公司	106.458447,29.571227
重庆广汇源装饰工程有限公司	106.524828,29.590115
重庆秀臻装饰工程有限公司	106.574430,29.521577
重庆腾张达实业有限公司	106.542471,29.572604
重庆益丰建筑工程有限公司	106.456878,29.541145
重庆乾坤维阳农业发展有限公司	106.291470,29.432621
重庆华睿达机械租赁有限公司	106.581213,29.716104
重庆玖阙文化传播有限公司	106.520005,29.582674
重庆市仁富建设工程有限公司	106.569085,29.523071
重庆南驰建筑装饰工程有限公司	106.614733,29.701358
重庆市环发建设工程有限责任公司	106.483796,29.586003
重庆简林装饰设计工程有限公司	106.582821,29.652346
重庆升势物资有限公司	查询失败
重庆承岚企业管理有限公司	106.607650,29.543920
重庆市秉千花木有限公司	106.493170,29.350363
重庆力强农业综合开发有限公司	106.621237,29.705976
重庆众安全建筑劳务有限公司	108.449860,30.759740
爱里德（重庆）科技有限公司	106.454600,29.521230
重庆盛叶市政建设有限公司	106.537454,29.574641
重庆嘉华瑞商业管理有限公司	106.455258,29.580871
重庆天勤地坪工程有限公司	106.529082,29.345246
重庆于荣居建材销售有限公司	106.598739,29.592443
重庆如盾实业有限公司	107.961027,30.807488
重庆炫空间装饰设计有限公司	106.444720,29.597709
重庆佳新亮环保科技有限公司	106.518880,29.380061
重庆森林狼环保科技有限公司	106.286670,29.581558
重庆科智环卫有限公司	106.649300,29.509248
重庆新时代物业发展有限公司	106.554093,29.576815
重庆汇君成实业有限公司	106.523824,29.582979
重庆代芳锦云建筑工程有限公司	106.423116,29.512705
亲自然农业（重庆）有限公司	106.619130,29.705560
重庆棉花榜生态农业发展有限公司	106.788269,29.517242
重庆隆玉建设工程有限公司	106.303310,29.606082
福满园（重庆）商贸有限公司	查询失败
重庆市北碚区英义花木园艺场	106.642501,29.947811
重庆巨合项目管理有限公司	106.515152,29.549843
重庆义升建筑装饰工程有限公司	106.481775,29.566160
重庆市玖润环卫服务有限公司	106.218635,29.256478
重庆瀚墨信息技术咨询有限公司	106.543385,29.579649
重庆市悦己果业有限公司	108.564614,30.889855
重庆市又铭农业科技有限公司	106.633953,29.657071
重庆磊翊园林景观工程有限公司	106.603292,29.670264
重庆加特拉科技有限公司	106.318605,29.587331
重庆荣达园林有限公司	106.602307,29.504460
重庆欣培园林景观工程有限公司	106.568515,29.867033
重庆立夏装饰设计工程有限公司	106.496980,29.600770
